S0,K,T,r,sigma,M,N,method,price,delta,gamma,vega,vanna,volga,delta_analytical,gamma_analytical,vega_analytical,vanna_analytical,volga_analytical,delta_error_pct,gamma_error_pct,vega_error_pct,vanna_error_pct,volga_error_pct,time_ms,n_pde_solves,graph_nodes,graph_edges,graph_max_fan_in
105,100.0,0.5,0.05,0.3,51,50,AAD+Bumping,12.792902380097049,0.6759442500429271,0.016194777214417755,26.73619620177694,-0.2994069016710621,8.25436355468998,0.6750554237552501,0.01615747575849152,26.720425535605358,-0.29005185447582704,9.775199239793965,0.13166715745095817,0.23086190246413077,0.059021014282010106,3.2253016317172714,15.558104216564688,2888.9954588375986,5,33630,67066,2
105,100.0,0.5,0.05,0.3,51,50,Double-AAD,12.792902380097049,0.6759442500429271,0.01619477721440604,26.73619620177694,-0.29882005180293164,8.278682564864884,0.6750554237552501,0.01615747575849152,26.720425535605358,-0.29005185447582704,9.775199239793965,0.13166715745095817,0.23086190239161747,0.059021014282010106,3.022975785812582,15.309321459524785,49558.88428003527,3,33630,67066,2
105,100.0,0.5,0.05,0.3,51,50,Edge-Pushing,12.792902380097049,0.6759442500429271,0.01619477721440604,26.73619620177694,-0.29882005180293164,8.278682564864884,0.6750554237552501,0.01615747575849152,26.720425535605358,-0.29005185447582704,9.775199239793965,0.13166715745095817,0.23086190239161747,0.059021014282010106,3.022975785812582,15.309321459524785,51249.340241076425,1,33630,67066,2
105,100.0,1.0,0.05,0.15,51,50,Analytical,12.169589961941398,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,0.0,0.0,0.0,0.0,0.0,0.49386383034288883,0,0,0,0
105,100.0,1.0,0.05,0.15,51,50,Bumping,12.1138731472798,0.7836394508811005,0.01871483367218553,32.35163602690667,-1.248344413250807,87.54350322364601,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,1.9827326094888988,3.301727062833383,1.0785810270740281,5.259613515497299,4.169886795342856,37.87164995446801,5,0,0,0
105,100.0,1.0,0.05,0.15,51,50,AAD+Bumping,12.148344553581818,0.7699897639251443,0.01958154402057488,32.32142842859349,-1.2171434724886465,85.2881043448173,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,0.2063641871648876,1.1765063692157618,0.9842012197841529,2.628769870839511,6.638775084261972,2909.1738360002637,5,33630,67066,2
105,100.0,1.0,0.05,0.15,51,50,Double-AAD,12.148344553581818,0.7699897639251443,0.019581544020572453,32.32142842859349,-1.2132557369157224,84.80826611157092,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,0.2063641871648876,1.1765063692032132,0.9842012197841529,2.3009584595713743,7.16403339034611,47626.081669004634,3,33630,67066,2
105,100.0,1.0,0.05,0.15,51,50,Edge-Pushing,12.148344553581818,0.7699897639251443,0.019581544020572453,32.32142842859349,-1.2132557369157224,84.80826611157092,0.768404053146726,0.01935384480377039,32.00642084423528,-1.1859671260022384,91.35281207138507,0.2063641871648876,1.1765063692032132,0.9842012197841529,2.3009584595713743,7.16403339034611,47885.87210304104,1,33630,67066,2
105,100.0,1.0,0.05,0.2,51,50,Analytical,13.857906267073105,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,0.0,0.0,0.0,0.0,0.0,0.4939038772135973,0,0,0,0
105,100.0,1.0,0.05,0.2,51,50,Bumping,13.816402455286635,0.736285842000746,0.015551130649896716,35.30779289222989,-0.7111642600761137,37.492345259533266,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,1.7352311877027486,2.3491840341561407,0.5485664692286358,7.957425835647395,8.73895876171396,65.4278970323503,5,0,0,0
105,100.0,1.0,0.05,0.2,51,50,AAD+Bumping,13.846662986362489,0.7245542605825166,0.016001076762650612,35.227113714731246,-0.6712730235334918,37.63467201639905,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,0.11423689486435003,0.4761799885793611,0.31881051517718795,1.9017851738381986,8.392517696538471,3017.6648180931807,5,33630,67066,2
105,100.0,1.0,0.05,0.2,51,50,Double-AAD,13.846662986362489,0.7245542605825166,0.01600107676259336,35.227113714731246,-0.6692991222130561,37.61614105903408,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,0.11423689486435003,0.4761799882198513,0.31881051517718795,1.6021394838466627,8.437624356379647,50668.777868151665,3,33630,67066,2
105,100.0,1.0,0.05,0.2,51,50,Edge-Pushing,13.846662986362489,0.7245542605825166,0.01600107676259336,35.227113714731246,-0.6692991222130561,37.61614105903408,0.7237274967629351,0.01592524393788595,35.11516288303852,-0.6587451067597503,41.08253067334541,0.11423689486435003,0.4761799882198513,0.31881051517718795,1.6021394838466627,8.437624356379647,50945.392238907516,1,33630,67066,2
105,100.0,1.0,0.05,0.3,51,50,Analytical,17.505059363581395,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,0.0,0.0,0.0,0.0,0.0,0.46828389167785645,0,0,0,0
105,100.0,1.0,0.05,0.3,51,50,Bumping,17.375107733278373,0.6798942055205353,0.009846834196582227,33.44792177381777,-0.66297869579236,-105.71944527384858,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,0.6202521428836494,12.786817452564605,10.43160426067864,211.89913370440524,1088.2623431572706,145.36790503188968,5,0,0,0
105,100.0,1.0,0.05,0.3,51,50,AAD+Bumping,17.39934225039071,0.6729297348287346,0.010147088765677381,33.479618406703395,-0.6006770039046705,-104.38970176742686,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,1.6382448477626692,10.127469684295459,10.346725547522652,182.58922698882802,1075.831938986586,2952.2371338680387,5,33630,67066,2
105,100.0,1.0,0.05,0.3,51,50,Double-AAD,17.39934225039071,0.6729297348287346,0.010147088765682011,33.479618406703395,-0.5989022467127113,-104.34419823188942,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,1.6382448477626692,10.127469684254452,10.346725547522652,181.75429030953373,1075.4065732410916,53654.96068401262,3,33630,67066,2
105,100.0,1.0,0.05,0.3,51,50,Edge-Pushing,17.39934225039071,0.6729297348287346,0.010147088765682011,33.479618406703395,-0.5989022467127113,-104.34419823188942,0.6841375835427315,0.011290534193298722,37.34344184433552,-0.21256189073634355,10.697508207800299,1.6382448477626692,10.127469684254452,10.346725547522652,181.75429030953373,1075.4065732410916,53164.697809144855,1,33630,67066,2
